00000 TOP FRAG%%%%%NP 0.000225954658432 
00001 TOP SBAR 0.000577439682659 
00002 TOP SINV 0.0447390223695 
00003 TOP ADJP 0.000150636438955 
00004 TOP FRAG%%%%%ADVP 2.51060731591e-05 
00005 TOP PP 0.000451909316864 
00006 TOP NP%%%%%S 2.51060731591e-05 
00007 TOP UCP 0.000301272877909 
00008 TOP PRN 0.000225954658432 
00009 TOP FRAG%%%%%SBAR 7.53182194773e-05 
00010 TOP FRAG%%%%%PP 7.53182194773e-05 
00011 TOP NP 0.0321357736436 
00012 TOP X%%%%%ADVP 2.51060731591e-05 
00013 TOP X%%%%%SBARQ 2.51060731591e-05 
00014 TOP FRAG 0.00577439682659 
00015 TOP S%%%%%VP 0.000376591097386 
00016 TOP INTJ 0.000351485024227 
00017 TOP VP 0.000200848585273 
00018 TOP SBARQ 0.00321357736436 
00019 TOP X 0.000853606487409 
00020 TOP ADVP 0.000175742512114 
00021 TOP FRAG%%%%%WHADVP 2.51060731591e-05 
00022 TOP SQ 0.00241018302327 
00023 TOP S 0.907559438628 
32926 NNS reinforcements 5.01202886929e-05 
32927 NNS pitchmen 1.67067628976e-05 
32928 NNS predecessors 3.34135257952e-05 
32929 NNS romps 1.67067628976e-05 
32930 NNS ADRs 3.34135257952e-05 
32931 NNS surtaxes 1.67067628976e-05 
32932 NNS mega-crashes 1.67067628976e-05 
32933 NNS sharecroppers 3.34135257952e-05 
32934 NNS Treasurys 6.68270515905e-05 
32935 NNS percentages 8.35338144881e-05 
32936 NNS chickens 6.68270515905e-05 
32937 NNS cognoscenti 1.67067628976e-05 
32938 NNS picks 0.000100240577386 
32939 NNS Socialists 1.67067628976e-05 
32940 NNS timpani 1.67067628976e-05 
32941 NNS Tastes 1.67067628976e-05 
32942 NNS flags 8.35338144881e-05 
32943 NNS Names 3.34135257952e-05 
32944 NNS aspens 1.67067628976e-05 
32945 NNS Talks 1.67067628976e-05 
32946 NNS carpets 0.000100240577386 
32947 NNS bureaucracies 5.01202886929e-05 
32948 NNS distances 1.67067628976e-05 
32949 NNS abilities 1.67067628976e-05 
32950 NNS exploits 1.67067628976e-05 
32951 NNS junk-bond 1.67067628976e-05 
32952 NNS judgments 0.000116947340283 
32953 NNS diversifications 1.67067628976e-05 
32954 NNS settlements 0.000250601443464 
32955 NNS backpackers 1.67067628976e-05 
32956 NNS examinations 3.34135257952e-05 
32957 NNS technicians 0.000167067628976 
32958 NNS quarters 0.000684977278802 
32959 NNS pesetas 0.000100240577386 
32960 NNS Fans 1.67067628976e-05 
32961 NNS intervals 6.68270515905e-05 
32962 NNS questions 0.00128642074312 
32963 NNS Failures 1.67067628976e-05 
32964 NNS Deputies 1.67067628976e-05 
32965 NNS hotel-casinos 5.01202886929e-05 
32966 NNS scabs 1.67067628976e-05 
32967 NNS injuries 0.000400962309543 
32968 NNS gems 1.67067628976e-05 
32969 NNS tables 0.000233894680567 
32970 NNS preparations 1.67067628976e-05 
32971 NNS illusions 1.67067628976e-05 
32972 NNS readers 0.000484496124031 
32973 NNS diversions 3.34135257952e-05 
32974 NNS advisers 0.000735097567495 
32975 NNS workers 0.00325781876504 
32976 NNS scales 1.67067628976e-05 
32977 NNS advertisements 8.35338144881e-05 
32978 NNS regrets 3.34135257952e-05 
32979 NNS adjusters 0.000267308206362 
32980 NNS roofers 1.67067628976e-05 
32981 NNS signals 0.000167067628976 
32982 NNS SOYBEANS 6.68270515905e-05 
32983 NNS cherries 1.67067628976e-05 
32984 NNS parents 0.000718390804598 
32985 NNS wags 1.67067628976e-05 
32986 NNS Brands 1.67067628976e-05 
32987 NNS punchers 1.67067628976e-05 
32988 NNS violations 0.000367548783748 
32989 NNS guarantees 0.000601443464314 
32990 NNS hospitalizations 1.67067628976e-05 
32991 NNS associations 0.000167067628976 
32992 NNS customers 0.00319099171345 
32993 NNS electromagnets 1.67067628976e-05 
32994 NNS victims 0.00103581929965 
32995 NNS doors 0.000300721732157 
32996 NNS adversaries 3.34135257952e-05 
32997 NNS demands 0.000517909649826 
32998 NNS microcomputers 3.34135257952e-05 
32999 NNS skateboards 1.67067628976e-05 
33000 NNS deflators 1.67067628976e-05 
33001 NNS sightings 5.01202886929e-05 
33002 NNS zeros 5.01202886929e-05 
33003 NNS wives 0.000116947340283 
33004 NNS matters 0.000618150227212 
33005 NNS hitters 1.67067628976e-05 
33006 NNS foreigners 0.000367548783748 
33007 NNS ridges 1.67067628976e-05 
33008 NNS Messrs. 0.000100240577386 
33009 NNS Bills 1.67067628976e-05 
33010 NNS wings 0.000150360866079 
33011 NNS projects 0.00185445068164 
33012 NNS stimulators 0.000100240577386 
33013 NNS ponds 5.01202886929e-05 
33014 NNS modifications 0.000116947340283 
33015 NNS panties 1.67067628976e-05 
33016 NNS anthers 6.68270515905e-05 
33017 NNS Lyrics 1.67067628976e-05 
33018 NNS polymers 1.67067628976e-05 
33019 NNS disks 0.000183774391874 
33020 NNS actives 1.67067628976e-05 
33021 NNS shapes 1.67067628976e-05 
33022 NNS communications 0.000835338144881 
33023 NNS individuals 0.00116947340283 
33024 NNS yields 0.00155372894948 
33025 NNS Developments 1.67067628976e-05 
33026 NNS piasters 1.67067628976e-05 
33027 NNS contradictions 3.34135257952e-05 
33028 NNS cronies 3.34135257952e-05 
33029 NNS stock-options 1.67067628976e-05 
33030 NNS sprinklers 1.67067628976e-05 
33031 NNS shipments 0.000618150227212 
33032 NNS outlooks 3.34135257952e-05 
33033 NNS fingerprints 1.67067628976e-05 
33034 NNS methods 0.000217187917669 
33035 NNS collectors 0.000133654103181 
33036 NNS 20-stocks 1.67067628976e-05 
33037 NNS policy-makers 1.67067628976e-05 
33038 NNS fathers 5.01202886929e-05 
33039 NNS 30s 1.67067628976e-05 
33040 NNS ulcers 1.67067628976e-05 
33041 NNS traits 1.67067628976e-05 
33042 NNS trends 0.000534616412724 
33043 NNS examples 6.68270515905e-05 
33044 NNS ornaments 1.67067628976e-05 
33045 NNS renewals 1.67067628976e-05 
33046 NNS markka 1.67067628976e-05 
33047 NNS Lines 1.67067628976e-05 
33048 NNS uncertainties 0.000167067628976 
33049 NNS sauces 1.67067628976e-05 
33050 NNS Attendants 1.67067628976e-05 
33051 NNS controllers 0.000100240577386 
33052 NNS denominations 0.000200481154771 
33053 NNS microbes 3.34135257952e-05 
33054 NNS contacts 0.000183774391874 
33055 NNS compressors 1.67067628976e-05 
33056 NNS measurements 0.000150360866079 
33057 NNS pros 0.000167067628976 
33058 NNS Clubs 1.67067628976e-05 
33059 NNS linkages 5.01202886929e-05 
33060 NNS Attacks 1.67067628976e-05 
33061 NNS efficiencies 3.34135257952e-05 
33062 NNS sneakers 1.67067628976e-05 
33063 NNS Foreigners 3.34135257952e-05 
33064 NNS pushers 3.34135257952e-05 
33065 NNS mailers 5.01202886929e-05 
33066 NNS Agents 3.34135257952e-05 
33067 NNS fragments 3.34135257952e-05 
33068 NNS hotels 0.000267308206362 
33069 NNS durables 3.34135257952e-05 
33070 NNS mutts 1.67067628976e-05 
33071 NNS flavors 5.01202886929e-05 
33072 NNS tankers 6.68270515905e-05 
33073 NNS F18s 1.67067628976e-05 
33074 NNS squalls 1.67067628976e-05 
33075 NNS STUDENTS 1.67067628976e-05 
33076 NNS crooks 3.34135257952e-05 
33077 NNS jumps 3.34135257952e-05 
33078 NNS virtues 5.01202886929e-05 
33079 NNS rebates 0.000150360866079 
33080 NNS stoppages 1.67067628976e-05 
33081 NNS outlanders 1.67067628976e-05 
33082 NNS viewpoints 1.67067628976e-05 
33083 NNS wells 0.000217187917669 
33084 NNS hostages 8.35338144881e-05 
33085 NNS newsprints 3.34135257952e-05 
33086 NNS Proponents 6.68270515905e-05 
33087 NNS teen-agers 3.34135257952e-05 
33088 NNS pitchers 5.01202886929e-05 
33089 NNS bureaus 1.67067628976e-05 
33090 NNS goods 0.00203822507351 
33091 NNS Oncogenes 1.67067628976e-05 
33092 NNS PCBs 1.67067628976e-05 
33093 NNS Voters 3.34135257952e-05 
33094 NNS bourses 1.67067628976e-05 
33095 NNS refugees 0.000217187917669 
33096 NNS deductibles 3.34135257952e-05 
33097 NNS peccadilloes 1.67067628976e-05 
33098 NNS surfers 1.67067628976e-05 
33099 NNS pains 3.34135257952e-05 
33100 NNS beans 5.01202886929e-05 
33101 NNS frauds 1.67067628976e-05 
33102 NNS stockholdings 3.34135257952e-05 
33103 NNS progressions 1.67067628976e-05 
33104 NNS glimpses 1.67067628976e-05 
33105 NNS pullouts 1.67067628976e-05 
33106 NNS classics 3.34135257952e-05 
33107 NNS tenants 0.000133654103181 
33108 NNS geosciences 1.67067628976e-05 
33109 NNS neckties 1.67067628976e-05 
33110 NNS fleets 8.35338144881e-05 
33111 NNS terrorists 3.34135257952e-05 
33112 NNS aliens 0.000100240577386 
33113 NNS auto\/homeowners 1.67067628976e-05 
33114 NNS Shares 0.000116947340283 
33115 NNS servers 1.67067628976e-05 
33116 NNS defections 5.01202886929e-05 
33117 NNS pullbacks 5.01202886929e-05 
33118 NNS Californians 3.34135257952e-05 
33119 NNS condoms 1.67067628976e-05 
33120 NNS controversies 5.01202886929e-05 
33121 NNS frames 5.01202886929e-05 
33122 NNS inventories 0.000501202886929 
33123 NNS rolls 0.000100240577386 
33124 NNS stitches 1.67067628976e-05 
33125 NNS dissenters 1.67067628976e-05 
33126 NNS enthusiasms 1.67067628976e-05 
33127 NNS criticisms 0.000100240577386 
33128 NNS sunsets 1.67067628976e-05 
33129 NNS conduits 6.68270515905e-05 
33130 NNS openers 1.67067628976e-05 
33131 NNS gases 6.68270515905e-05 
33132 NNS intermediaries 3.34135257952e-05 
33133 NNS pharmaceuticals 0.000167067628976 
33134 NNS vendors 8.35338144881e-05 
33135 NNS broadcasts 5.01202886929e-05 
33136 NNS famines 1.67067628976e-05 
33137 NNS fund-raisers 3.34135257952e-05 
33138 NNS HOPES 1.67067628976e-05 
33139 NNS oddities 1.67067628976e-05 
33140 NNS EAST 1.67067628976e-05 
33141 NNS sections 0.000133654103181 
33142 NNS eons 1.67067628976e-05 
33143 NNS fisheries 1.67067628976e-05 
33144 NNS files 0.000116947340283 
33145 NNS royalties 0.000116947340283 
33146 NNS replays 1.67067628976e-05 
33147 NNS Animals 3.34135257952e-05 
33148 NNS inches 0.000233894680567 
33149 NNS rubdowns 1.67067628976e-05 
33150 NNS dips 5.01202886929e-05 
33151 NNS butlers 1.67067628976e-05 
33152 NNS slums 3.34135257952e-05 
33153 NNS boys 0.000116947340283 
33154 NNS deductions 0.000217187917669 
33155 NNS Individuals 0.000133654103181 
33156 NNS weddings 1.67067628976e-05 
33157 NNS hopes 0.000517909649826 
33158 NNS Means 1.67067628976e-05 
33159 NNS Franchisees 1.67067628976e-05 
33160 NNS realists 5.01202886929e-05 
33161 NNS duds 1.67067628976e-05 
33162 NNS grams 1.67067628976e-05 
33163 NNS fades 1.67067628976e-05 
33164 NNS socialists 1.67067628976e-05 
33165 NNS time-hotels 1.67067628976e-05 
33166 NNS pickers 8.35338144881e-05 
33167 NNS circuits 0.000133654103181 
33168 NNS vacancies 5.01202886929e-05 
33169 NNS declarations 3.34135257952e-05 
33170 NNS clips 6.68270515905e-05 
33171 NNS ingrates 1.67067628976e-05 
33172 NNS Books 3.34135257952e-05 
33173 NNS munis 1.67067628976e-05 
33174 NNS planes 0.000501202886929 
33175 NNS approaches 0.000116947340283 
33176 NNS fluctuations 0.000183774391874 
33177 NNS Excerpts 1.67067628976e-05 
33178 NNS landscapes 1.67067628976e-05 
33179 NNS LBOs 0.000183774391874 
33180 NNS fleshpots 1.67067628976e-05 
33181 NNS boomers 0.000150360866079 
33182 NNS adults 0.000250601443464 
33183 NNS detectors 0.000183774391874 
33184 NNS start-up 3.34135257952e-05 
33185 NNS cowboys 3.34135257952e-05 
33186 NNS metals 0.0007016840417 
33187 NNS binoculars 3.34135257952e-05 
33188 NNS associates 0.00035084202085 
33189 NNS omens 1.67067628976e-05 
33190 NNS undertones 1.67067628976e-05 
33191 NNS lawns 1.67067628976e-05 
33192 NNS markdowns 1.67067628976e-05 
33193 NNS whippings 1.67067628976e-05 
33194 NNS Nazis 1.67067628976e-05 
33195 NNS brethren 5.01202886929e-05 
33196 NNS independents 3.34135257952e-05 
33197 NNS toeholds 1.67067628976e-05 
33198 NNS codes 0.000116947340283 
33199 NNS humanities 1.67067628976e-05 
33200 NNS amounts 0.00100240577386 
33201 NNS Portfolios 1.67067628976e-05 
33202 NNS inequities 1.67067628976e-05 
33203 NNS Annuities 1.67067628976e-05 
33204 NNS fears 0.000751804330393 
33205 NNS backs 0.000100240577386 
33206 NNS subways 3.34135257952e-05 
33207 NNS feedlots 0.000100240577386 
33208 NNS excuses 1.67067628976e-05 
33209 NNS conceptions 1.67067628976e-05 
33210 NNS actors 0.000217187917669 
33211 NNS proprietorships 1.67067628976e-05 
33212 NNS conditioners 3.34135257952e-05 
33213 NNS scraps 3.34135257952e-05 
33214 NNS pesticides 0.000167067628976 
33215 NNS cutters 1.67067628976e-05 
33216 NNS fugitives 1.67067628976e-05 
33217 NNS composers 5.01202886929e-05 
33218 NNS elements 0.000183774391874 
33219 NNS spectators 6.68270515905e-05 
33220 NNS users 0.000651563753007 
33221 NNS beginnings 1.67067628976e-05 
33222 NNS artillerists 1.67067628976e-05 
33223 NNS aggregates 0.000100240577386 
33224 NNS problems 0.00472801390003 
33225 NNS robots 8.35338144881e-05 
33226 NNS visits 0.000167067628976 
33227 NNS hideouts 1.67067628976e-05 
33228 NNS regulations 0.000735097567495 
33229 NNS proclamations 1.67067628976e-05 
33230 NNS moderates 8.35338144881e-05 
33231 NNS grandees 1.67067628976e-05 
33232 NNS minivans 3.34135257952e-05 
33233 NNS ferries 1.67067628976e-05 
33234 NNS posters 5.01202886929e-05 
33235 NNS SALES 3.34135257952e-05 
33236 NNS sides 0.000785217856188 
33237 NNS freeways 0.000133654103181 
33238 NNS dimensions 1.67067628976e-05 
33239 NNS invitations 3.34135257952e-05 
33240 NNS methodologies 3.34135257952e-05 
33241 NNS muses 1.67067628976e-05 
33242 NNS pedestrians 3.34135257952e-05 
33243 NNS vehicles 0.00103581929965 
33244 NNS turbines 8.35338144881e-05 
33245 NNS bankers 0.00111935311414 
33246 NNS departments 0.000400962309543 
33247 NNS registrants 5.01202886929e-05 
33248 NNS pamphlets 1.67067628976e-05 
33249 NNS spendthrifts 1.67067628976e-05 
33250 NNS weights 5.01202886929e-05 
33251 NNS rallies 0.000183774391874 
33252 NNS failures 0.00035084202085 
33253 NNS Soviets 0.000317428495055 
33254 NNS berries 1.67067628976e-05 
33255 NNS minefields 1.67067628976e-05 
33256 NNS breakthroughs 1.67067628976e-05 
33257 NNS valves 5.01202886929e-05 
33258 NNS expedients 1.67067628976e-05 
33259 NNS ambiguities 5.01202886929e-05 
33260 NNS wonders 3.34135257952e-05 
33261 NNS minors 1.67067628976e-05 
33262 NNS plantations 1.67067628976e-05 
33263 NNS mores 1.67067628976e-05 
33264 NNS Surprises 3.34135257952e-05 
33265 NNS results 0.00434375835338 
33266 NNS astronauts 8.35338144881e-05 
33267 NNS Sponsors 1.67067628976e-05 
33268 NNS highways 0.000200481154771 
33269 NNS exorcisms 1.67067628976e-05 
33270 NNS dioxins 1.67067628976e-05 
33271 NNS groceries 5.01202886929e-05 
33272 NNS stops 5.01202886929e-05 
33273 NNS airliners 3.34135257952e-05 
33274 NNS winds 6.68270515905e-05 
33275 NNS coverts 1.67067628976e-05 
33276 NNS Customs 1.67067628976e-05 
33277 NNS contributions 0.00063485699011 
33278 NNS centers 0.000885458433574 
33279 NNS issues 0.00576383319968 
33280 NNS luxuries 1.67067628976e-05 
33281 NNS mementos 3.34135257952e-05 
33282 NNS detectives 1.67067628976e-05 
33283 NNS appraisers 1.67067628976e-05 
33284 NNS faultlines 1.67067628976e-05 
33285 NNS excerpts 3.34135257952e-05 
33286 NNS Bonds 0.000317428495055 
33287 NNS lubricants 0.000116947340283 
33288 NNS lasers 1.67067628976e-05 
33289 NNS Carriers 3.34135257952e-05 
33290 NNS dissidents 5.01202886929e-05 
33291 NNS commanders 5.01202886929e-05 
33292 NNS suits 0.00063485699011 
33293 NNS languages 6.68270515905e-05 
33294 NNS insects 5.01202886929e-05 
33295 NNS breaches 1.67067628976e-05 
33296 NNS chaps 1.67067628976e-05 
33297 NNS Prepayments 1.67067628976e-05 
33298 NNS pennies 8.35338144881e-05 
33299 NNS hints 6.68270515905e-05 
33300 NNS fences 1.67067628976e-05 
33301 NNS postings 1.67067628976e-05 
33302 NNS resources 0.000852044907779 
33303 NNS salesmen 0.000217187917669 
33304 NNS Hoses 1.67067628976e-05 
33305 NNS logos 3.34135257952e-05 
33306 NNS portfolios 0.000517909649826 
33307 NNS miners 8.35338144881e-05 
33308 NNS hoards 1.67067628976e-05 
33309 NNS turmoils 1.67067628976e-05 
33310 NNS flotations 1.67067628976e-05 
33311 NNS wishes 3.34135257952e-05 
33312 NNS bosses 0.000150360866079 
33313 NNS petitions 6.68270515905e-05 
33314 NNS animals 0.00028401496926 
33315 NNS realms 1.67067628976e-05 
33316 NNS Classics 1.67067628976e-05 
33317 NNS minerals 0.000116947340283 
33318 NNS categories 0.000317428495055 
33319 NNS Discrepancies 1.67067628976e-05 
33320 NNS weeknights 1.67067628976e-05 
33321 NNS Investors 0.00100240577386 
33322 NNS number-crunchers 1.67067628976e-05 
33323 NNS positions 0.00123630045442 
33324 NNS notes 0.00320769847634 
33325 NNS RIGHTS 1.67067628976e-05 
33326 NNS attempts 0.000267308206362 
33327 NNS tubes 1.67067628976e-05 
33328 NNS Feelings 1.67067628976e-05 
33329 NNS deals 0.00126971398022 
33330 NNS truck-parts 1.67067628976e-05 
33331 NNS skids 1.67067628976e-05 
33332 NNS catastrophes 0.000116947340283 
33333 NNS Sentences 1.67067628976e-05 
33334 NNS melodies 1.67067628976e-05 
33335 NNS 3090s 1.67067628976e-05 
33336 NNS right-wingers 1.67067628976e-05 
33337 NNS havens 3.34135257952e-05 
33338 NNS dimes 1.67067628976e-05 
33339 NNS pleas 6.68270515905e-05 
33340 NNS Subcontractors 1.67067628976e-05 
33341 NNS pears 1.67067628976e-05 
33342 NNS frocks 1.67067628976e-05 
33343 NNS flashlights 5.01202886929e-05 
33344 NNS arbitragers 0.000133654103181 
33345 NNS visuals 1.67067628976e-05 
33346 NNS Interviews 1.67067628976e-05 
33347 NNS quakes 3.34135257952e-05 
33348 NNS demonstrations 0.000217187917669 
33349 NNS rivers 3.34135257952e-05 
33350 NNS '30s 1.67067628976e-05 
33351 NNS naggings 1.67067628976e-05 
33352 NNS Hearings 3.34135257952e-05 
33353 NNS muffs 1.67067628976e-05 
33354 NNS parimutuels 1.67067628976e-05 
33355 NNS licenses 0.000267308206362 
33356 NNS beanballs 1.67067628976e-05 
33357 NNS dynamics 3.34135257952e-05 
33358 NNS re-enactments 1.67067628976e-05 
33359 NNS nests 5.01202886929e-05 
33360 NNS makers 0.00225541299118 
33361 NNS universities 0.000183774391874 
33362 NNS reviews 0.000167067628976 
33363 NNS staffers 0.000317428495055 
33364 NNS formats 1.67067628976e-05 
33365 NNS gainers 0.000167067628976 
33366 NNS Responses 3.34135257952e-05 
33367 NNS paintings 0.000501202886929 
33368 NNS campuses 3.34135257952e-05 
33369 NNS concessions 0.000334135257952 
33370 NNS thirds 5.01202886929e-05 
33371 NNS pipes 0.000100240577386 
33372 NNS shivers 3.34135257952e-05 
33373 NNS health-products 3.34135257952e-05 
33374 NNS Funds 0.000116947340283 
33375 NNS practices 0.000835338144881 
33376 NNS Boys 1.67067628976e-05 
33377 NNS poles 1.67067628976e-05 
33378 NNS referees 1.67067628976e-05 
33379 NNS incidents 0.000116947340283 
33380 NNS firms 0.0042101042502 
33381 NNS tournaments 1.67067628976e-05 
33382 NNS slabs 6.68270515905e-05 
33383 NNS chasers 3.34135257952e-05 
33384 NNS sharks 3.34135257952e-05 
33385 NNS misdeeds 8.35338144881e-05 
33386 NNS filings 0.000400962309543 
33387 NNS panelists 1.67067628976e-05 
33388 NNS liners 1.67067628976e-05 
33389 NNS monitors 5.01202886929e-05 
33390 NNS BANKERS 0.000133654103181 
33391 NNS Sagos 5.01202886929e-05 
33392 NNS radicals 5.01202886929e-05 
33393 NNS slogans 5.01202886929e-05 
33394 NNS objects 5.01202886929e-05 
33395 NNS affidavits 0.000150360866079 
33396 NNS others 0.00324111200214 
33397 NNS germs 1.67067628976e-05 
33398 NNS canals 1.67067628976e-05 
33399 NNS imperfections 3.34135257952e-05 
33400 NNS neighbhorhoods 1.67067628976e-05 
33401 NNS right-to-lifers 3.34135257952e-05 
33402 NNS Enforcers 3.34135257952e-05 
33403 NNS windfalls 3.34135257952e-05 
33404 NNS morsels 1.67067628976e-05 
33405 NNS aromas 1.67067628976e-05 
33406 NNS haunts 0.000100240577386 
33407 NNS Children 1.67067628976e-05 
33408 NNS essentials 1.67067628976e-05 
33409 NNS condos 3.34135257952e-05 
33410 NNS products 0.00725073509757 
33411 NNS COMMUTERS 1.67067628976e-05 
33412 NNS situations 0.000133654103181 
33413 NNS residents 0.000935578722267 
33414 NNS spices 1.67067628976e-05 
33415 NNS makes 8.35338144881e-05 
33416 NNS Proceeds 0.000367548783748 
33417 NNS patents 0.000217187917669 
33418 NNS initials 1.67067628976e-05 
33419 NNS deterrents 3.34135257952e-05 
33420 NNS budgeteers 1.67067628976e-05 
33421 NNS Republicans 0.00028401496926 
33422 NNS addresses 5.01202886929e-05 
33423 NNS spills 1.67067628976e-05 
33424 NNS Readers 5.01202886929e-05 
33425 NNS prongs 1.67067628976e-05 
33426 NNS presidents 0.000200481154771 
33427 NNS juries 8.35338144881e-05 
33428 NNS ears 6.68270515905e-05 
33429 NNS litigators 3.34135257952e-05 
33430 NNS baskets 0.000300721732157 
33431 NNS outcomes 1.67067628976e-05 
33432 NNS bursts 0.000116947340283 
33433 NNS surpluses 0.000100240577386 
33434 NNS names 0.000801924619086 
33435 NNS resales 1.67067628976e-05 
33436 NNS sewers 3.34135257952e-05 
33437 NNS resolutions 0.000100240577386 
33438 NNS tools 0.000400962309543 
33439 NNS carpetbaggers 1.67067628976e-05 
33440 NNS inspectors 0.000100240577386 
33441 NNS centenarians 3.34135257952e-05 
33442 NNS excursions 3.34135257952e-05 
33443 NNS remains 5.01202886929e-05 
33444 NNS Generalizations 1.67067628976e-05 
33445 NNS turboprops 1.67067628976e-05 
33446 NNS ministers 0.000317428495055 
33447 NNS rackets 1.67067628976e-05 
33448 NNS Matters 1.67067628976e-05 
33449 NNS price-earnings 6.68270515905e-05 
33450 NNS writer\/producers 1.67067628976e-05 
33451 NNS oils 0.000133654103181 
33452 NNS vaccines 1.67067628976e-05 
33453 NNS means 0.000317428495055 
33454 NNS gizmos 1.67067628976e-05 
33455 NNS forefathers 1.67067628976e-05 
33456 NNS geeks 3.34135257952e-05 
33457 NNS freezers 1.67067628976e-05 
33458 NNS EURODOLLARS 0.000116947340283 
33459 NNS dentists 6.68270515905e-05 
33460 NNS journalists 0.000217187917669 
33461 NNS Appropriations 1.67067628976e-05 
33462 NNS respondents 0.000334135257952 
33463 NNS statutes 0.000116947340283 
33464 NNS digits 6.68270515905e-05 
33465 NNS Poachers 1.67067628976e-05 
33466 NNS dealings 0.000400962309543 
33467 NNS temblors 5.01202886929e-05 
33468 NNS prizes 8.35338144881e-05 
33469 NNS Trains 1.67067628976e-05 
33470 NNS debtors 3.34135257952e-05 
33471 NNS payrolls 5.01202886929e-05 
33472 NNS Pilots 1.67067628976e-05 
33473 NNS building-products 1.67067628976e-05 
33474 NNS bounces 1.67067628976e-05 
33475 NNS women 0.00155372894948 
33476 NNS forerunners 1.67067628976e-05 
33477 NNS mid-1970s 8.35338144881e-05 
33478 NNS do-gooders 1.67067628976e-05 
33479 NNS Managers 0.000167067628976 
33480 NNS corporates 3.34135257952e-05 
33481 NNS sanctions 0.000317428495055 
33482 NNS slaps 1.67067628976e-05 
33483 NNS computer-products 1.67067628976e-05 
33484 NNS clients 0.0021384656509 
33485 NNS discharges 3.34135257952e-05 
33486 NNS novelties 1.67067628976e-05 
33487 NNS unknowns 5.01202886929e-05 
33488 NNS assumptions 0.000167067628976 
33489 NNS publications 0.000217187917669 
33490 NNS servants 6.68270515905e-05 
33491 NNS intimidations 1.67067628976e-05 
33492 NNS drops 0.000100240577386 
33493 NNS averages 0.000183774391874 
33494 NNS MANUALS 1.67067628976e-05 
33495 NNS confidants 1.67067628976e-05 
33496 NNS Excludes 1.67067628976e-05 
33497 NNS distractions 1.67067628976e-05 
33498 NNS Police 6.68270515905e-05 
33499 NNS hides 1.67067628976e-05 
33500 NNS links 0.000217187917669 
33501 NNS providers 6.68270515905e-05 
33502 NNS invoices 1.67067628976e-05 
33503 NNS proportions 5.01202886929e-05 
33504 NNS forays 3.34135257952e-05 
33505 NNS purposes 0.000517909649826 
33506 NNS mega-problems 1.67067628976e-05 
33507 NNS pieces 0.000417669072441 
33508 NNS soil-nutrients 1.67067628976e-05 
33509 NNS reserves 0.00182103715584 
33510 NNS A330-300s 1.67067628976e-05 
33511 NNS Details 0.000100240577386 
33512 NNS lessers 1.67067628976e-05 
33513 NNS bones 5.01202886929e-05 
33514 NNS food-fish 1.67067628976e-05 
33515 NNS rods 1.67067628976e-05 
33516 NNS mousetraps 1.67067628976e-05 
33517 NNS Shipments 3.34135257952e-05 
33518 NNS summers 3.34135257952e-05 
33519 NNS REPORTS 1.67067628976e-05 
33520 NNS maturities 0.000233894680567 
33521 NNS lagoons 1.67067628976e-05 
33522 NNS Breeders 1.67067628976e-05 
33523 NNS dinners 3.34135257952e-05 
33524 NNS ribs 3.34135257952e-05 
33525 NNS campers 1.67067628976e-05 
33526 NNS wares 1.67067628976e-05 
33527 NNS sidewalks 6.68270515905e-05 
33528 NNS struggles 1.67067628976e-05 
33529 NNS traders 0.00486166800321 
33530 NNS cycads 3.34135257952e-05 
33531 NNS responsibilities 0.00028401496926 
33532 NNS winners 0.000233894680567 
33533 NNS sentiments 3.34135257952e-05 
33534 NNS Doubts 1.67067628976e-05 
33535 NNS Authorities 5.01202886929e-05 
33536 NNS hedgers 3.34135257952e-05 
33537 NNS mysteries 3.34135257952e-05 
33538 NNS Bikers 1.67067628976e-05 
33539 NNS manacles 1.67067628976e-05 
33540 NNS Notes 0.000150360866079 
33541 NNS onlookers 1.67067628976e-05 
33542 NNS buildings 0.00100240577386 
33543 NNS endorsements 5.01202886929e-05 
33544 NNS blocks 0.000267308206362 
33545 NNS hitches 3.34135257952e-05 
33546 NNS specifications 0.000116947340283 
33547 NNS highs 0.00028401496926 
33548 NNS fractions 1.67067628976e-05 
33549 NNS lipoproteins 1.67067628976e-05 
33550 NNS British 1.67067628976e-05 
33551 NNS chiefs 3.34135257952e-05 
33552 NNS vineyards 1.67067628976e-05 
33553 NNS pigs 0.000116947340283 
33554 NNS dalliances 1.67067628976e-05 
33555 NNS cardinals 1.67067628976e-05 
33556 NNS Pockets 1.67067628976e-05 
33557 NNS whistles 1.67067628976e-05 
33558 NNS fits 3.34135257952e-05 
33559 NNS requirements 0.00098569901096 
33560 NNS STOCKS 3.34135257952e-05 
33561 NNS gluts 1.67067628976e-05 
33562 NNS racks 3.34135257952e-05 
33563 NNS high-rises 3.34135257952e-05 
33564 NNS bombers 1.67067628976e-05 
33565 NNS emigres 1.67067628976e-05 
33566 NNS jails 1.67067628976e-05 
33567 NNS sculptures 1.67067628976e-05 
33568 NNS lines 0.00193798449612 
33569 NNS Results 0.000367548783748 
33570 NNS Ploys 1.67067628976e-05 
33571 NNS commodities 0.00035084202085 
33572 NNS advocates 0.00028401496926 
33573 NNS pyramids 3.34135257952e-05 
33574 NNS intellectuals 0.000100240577386 
33575 NNS Politics 3.34135257952e-05 
